Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at vanetsim.gui.controlpanels.GPSControlPanel.actionPerformed(GPSControlPanel.java:163)
	at javax.swing.JComboBox.fireActionEvent(Unknown Source)
	at javax.swing.JComboBox.setSelectedItem(Unknown Source)
	at javax.swing.JComboBox.setSelectedIndex(Unknown Source)
	at javax.swing.plaf.basic.BasicComboPopup$Handler.mouseReleased(Unknown Source)
	at java.awt.AWTEventMulticaster.mouseReleased(Unknown Source)
	at java.awt.Component.processMouseEvent(Unknown Source)
	at javax.swing.JComponent.processMouseEvent(Unknown Source)
	at javax.swing.plaf.basic.BasicComboPopup$1.processMouseEvent(Unknown Source)
	at java.awt.Component.processEvent(Unknown Source)
	at java.awt.Container.processEvent(Unknown Source)
	at java.awt.Component.dispatchEventImpl(Unknown Source)
	at java.awt.Container.dispatchEventImpl(Unknown Source)
	at java.awt.Component.dispatchEvent(Unknown Source)
	at java.awt.LightweightDispatcher.retargetMouseEvent(Unknown Source)
	at java.awt.LightweightDispatcher.processMouseEvent(Unknown Source)
	at java.awt.LightweightDispatcher.dispatchEvent(Unknown Source)
	at java.awt.Container.dispatchEventImpl(Unknown Source)
	at java.awt.Window.dispatchEventImpl(Unknown Source)
	at java.awt.Component.dispatchEvent(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$200(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$1.doIntersectionPrivilege(Unknown Source)
	at java.security.ProtectionDomain$1.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue$4.run(Unknown Source)
	at java.awt.EventQueue$4.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$1.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
871446385,257155,121.4551,31.3238,40,0,2007-01-31 00:00:38,0,,
871682684,257155,121.3061,31.2955,10,112,2007-01-31 00:53:05,0,,
871680111,257155,121.3083,31.2961,36,157,2007-01-31 00:52:28,0,,
871451310,257155,121.4551,31.3271,42,0,2007-01-31 00:01:40,0,,
871926544,257155,121.4308,31.3225,50,45,2007-01-31 01:48:52,0,,
871929638,257155,121.431,31.3255,42,157,2007-01-31 01:49:42,0,,
872158101,257155,121.4315,31.3235,0,90,2007-01-31 02:43:45,0,,
871921848,257155,121.426,31.321,32,0,2007-01-31 01:47:48,0,,
871449572,257155,121.4551,31.3258,34,0,2007-01-31 00:01:24,0,,
871680875,257155,121.3071,31.296,30,112,2007-01-31 00:52:44,0,,
871444803,257155,121.4553,31.3221,36,0,2007-01-31 00:00:21,0,,
871924937,257155,121.4288,31.3226,44,45,2007-01-31 01:48:36,0,,
871927750,257155,121.4318,31.3228,26,0,2007-01-31 01:49:08,0,,
871447837,257155,121.4551,31.3248,8,22,2007-01-31 00:00:55,0,,
871691545,257155,121.3076,31.2938,8,22,2007-01-31 00:55:05,0,,
871923064,257155,121.426,31.3223,36,0,2007-01-31 01:48:04,0,,
872175098,257155,121.4315,31.3235,0,90,2007-01-31 02:47:49,0,,
871689456,257155,121.3066,31.2933,18,22,2007-01-31 00:54:36,0,,
871459165,257155,121.4551,31.3341,34,0,2007-01-31 00:03:28,0,,
871936863,257155,121.4358,31.3323,42,22,2007-01-31 01:51:18,0,,
871941933,257155,121.4353,31.3361,46,157,2007-01-31 01:52:31,0,,
871934375,257155,121.4323,31.3306,46,22,2007-01-31 01:50:46,0,,
871462164,257155,121.4543,31.3363,30,0,2007-01-31 00:04:00,0,,
872171031,257155,121.4315,31.3235,0,90,2007-01-31 02:46:48,0,,
871695820,257155,121.3078,31.294,0,135,2007-01-31 00:56:05,0,,
871940036,257155,121.4366,31.3328,20,22,2007-01-31 01:51:59,0,,
871455011,257155,121.4553,31.3308,32,0,2007-01-31 00:02:33,0,,
871704740,257155,121.3078,31.2941,0,135,2007-01-31 00:58:08,0,,
872179449,257155,121.4315,31.3235,0,90,2007-01-31 02:48:50,0,,
871452722,257155,121.4551,31.3283,4,0,2007-01-31 00:01:56,0,,
871460720,257155,121.4548,31.3351,32,0,2007-01-31 00:03:44,0,,
871935871,257155,121.434,31.3315,44,22,2007-01-31 01:51:02,0,,
871458338,257155,121.4553,31.333,16,0,2007-01-31 00:03:11,0,,
871941231,257155,121.4363,31.3341,48,157,2007-01-31 01:52:15,0,,
871951851,257155,121.437,31.343,40,45,2007-01-31 01:54:53,0,,
871700322,257155,121.3078,31.294,0,135,2007-01-31 00:57:07,0,,
871453810,257155,121.4551,31.3293,34,0,2007-01-31 00:02:16,0,,
871944504,257155,121.4335,31.3396,56,157,2007-01-31 01:53:03,0,,
